"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"NewHaiderPPO1widSliders.nlogo"
"Experiment"
"09/17/2025 12:52:46:003 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","num-investors","patch-mean-profit","patch-min-risk","patch-max-risk","decision-time-horizon","years-simulated","[step]","mean [wealth] of turtles","sum [wealth] of turtles","count turtles with [wealth < 100000]","mean [current-utility] of turtles","mean [profit] of patches","mean [annual-risk] of patches","count patches with [profit < 500]","count patches with [profit > 15000]"
"742","15","2000","0.08","0.3","3","70","70","1620101.8303456896","2.4301527455185343E7","0","1871342.7212708166","16169.568586116926","0.1341162686932912","5","130"
"743","15","2000","0.08","0.3","3","70","70","1571227.5923910625","2.3568413885865938E7","0","1927862.4839108004","17815.898181210465","0.14046801953033278","8","123"
"744","15","2000","0.08","0.3","3","70","70","1592789.537002358","2.3891843055035368E7","0","1837534.690138814","17771.837953132435","0.13608772267166766","11","130"
"745","15","2000","0.08","0.3","3","70","70","1446167.4363691134","2.16925115455367E7","0","1289414.2323693377","18599.778612998616","0.1384251391418481","4","138"
"746","15","2000","0.08","0.3","3","70","70","933211.9577395254","1.3998179366092881E7","0","1067307.5848439701","17284.714564713802","0.14023075775141366","4","144"
"747","15","2000","0.08","0.3","3","70","70","2368301.1929204077","3.5524517893806115E7","0","2910478.64992024","20947.296973820765","0.13972793272934145","4","142"
"748","15","2000","0.08","0.3","3","70","70","1441873.2935993995","2.162809940399099E7","0","1727531.7076123166","15500.925067675023","0.1488583983608222","11","111"
"749","15","2000","0.08","0.3","3","70","70","1327184.3324586684","1.9907764986880027E7","0","1360386.6223095297","16544.970207244452","0.1426260378512248","4","121"
"750","15","2000","0.08","0.3","3","70","70","2012020.4392981485","3.0180306589472227E7","0","2324198.605497795","18453.5785889845","0.1398527626180812","12","135"
"751","15","2000","0.08","0.3","6","25","25","195919.2216922247","2938788.3253833707","0","278313.08406685723","4260.0591479087425","0.19286601252001717","45","12"
"752","15","2000","0.08","0.3","6","25","25","347680.7967349613","5215211.951024419","0","542256.1547608847","4705.248277762716","0.18166784518439724","40","16"
"753","15","2000","0.08","0.3","6","25","25","232738.11054432447","3491071.658164867","0","202186.9339471095","4399.979074708141","0.17273756723144026","57","15"
"754","15","2000","0.08","0.3","6","25","25","357497.0739192806","5362456.108789209","0","538026.0019422335","4716.071031362111","0.18156476809848235","45","22"
"755","15","2000","0.08","0.3","6","25","25","314563.9535986204","4718459.3039793065","0","255936.4313358179","4920.354284081964","0.18442912014634752","39","16"
"756","15","2000","0.08","0.3","6","25","25","137341.7391583042","2060126.087374563","3","115909.6411885162","3809.99579849438","0.17340523000706407","41","8"
"757","15","2000","0.08","0.3","6","25","25","223727.87930786988","3355918.1896180483","0","298706.4370852385","4839.508166022544","0.18267367183145417","50","22"
"758","15","2000","0.08","0.3","6","25","25","226045.60299849915","3390684.044977487","0","208089.17558596825","4425.331560258491","0.1726894646994395","44","16"
"759","15","2000","0.08","0.3","6","25","25","318630.6309134465","4779459.463701697","0","457152.40296535974","4751.854569511156","0.17819240840170328","36","19"
"760","15","2000","0.08","0.3","6","25","25","311180.1343503241","4667702.015254862","0","456406.21574636264","4234.653127745631","0.1828815365863172","33","16"
"761","15","2000","0.08","0.3","6","50","50","502724.8596071719","7540872.894107578","0","431355.3149915689","9454.007817687","0.15717115303197923","32","72"
"762","15","2000","0.08","0.3","6","50","50","500444.91982222686","7506673.797333403","0","675735.179225287","8997.621941666348","0.15338136998906995","20","66"
"763","15","2000","0.08","0.3","6","50","50","847895.6873927524","1.2718435310891286E7","0","1038685.7647361574","9361.534119508711","0.15572365984129535","31","66"
"764","15","2000","0.08","0.3","6","50","50","1382697.074447152","2.074045611670728E7","0","1981381.9010756724","10321.570284883348","0.1538116575030117","25","70"
"765","15","2000","0.08","0.3","6","50","50","746255.0189452681","1.1193825284179023E7","0","1003625.8732615056","10691.73686524079","0.15528329006349045","16","80"
"766","15","2000","0.08","0.3","6","50","50","613436.9703742906","9201554.55561436","0","830094.9900367422","10580.962906097646","0.15161122816429667","18","79"
"767","15","2000","0.08","0.3","6","50","50","1329452.3076839424","1.9941784615259137E7","0","1613668.8334069583","9802.248882188818","0.16056807834934197","19","70"
"768","15","2000","0.08","0.3","6","50","50","719274.0916181578","1.0789111374272367E7","0","939783.2975851241","8913.621495392823","0.16157014049822954","20","57"
"769","15","2000","0.08","0.3","6","50","50","1008600.233355372","1.512900350033058E7","0","788432.0839380093","10285.389159480343","0.1525772292354017","17","77"
"770","15","2000","0.08","0.3","6","50","50","855360.2699533869","1.2830404049300803E7","0","1124563.48126913","10228.804264491848","0.1600953610475338","21","80"
"771","15","2000","0.08","0.3","6","70","70","1923599.1541345727","2.8853987312018592E7","0","2355509.0203715307","18473.767771313087","0.14315114247494393","6","148"
"772","15","2000","0.08","0.3","6","70","70","1059376.0657292346","1.5890640985938517E7","0","1451461.371167677","16866.111056852867","0.1370310691616717","8","127"
"773","15","2000","0.08","0.3","6","70","70","1777367.7853434284","2.6660516780151427E7","0","2256050.8173511424","17560.581499401433","0.14320795724543123","10","137"
"774","15","2000","0.08","0.3","6","70","70","3215107.0524015306","4.822660578602296E7","0","4474739.125122608","21001.328528206624","0.15219208362667602","11","139"
"775","15","2000","0.08","0.3","6","70","70","1274516.782627052","1.9117751739405777E7","0","1544893.742194201","17416.488660817224","0.141252467818722","9","134"
"776","15","2000","0.08","0.3","6","70","70","1737617.8837610343","2.6064268256415516E7","0","2313086.2911234656","19021.852226412648","0.14404519658796747","11","141"
"777","15","2000","0.08","0.3","6","70","70","1419988.4586655179","2.129982687998277E7","0","1796176.5199230846","17151.01851825596","0.14630457633955182","10","142"
"778","15","2000","0.08","0.3","6","70","70","1860332.151408388","2.790498227112582E7","0","2279713.783545359","16362.670470494979","0.14940586116100626","5","134"
"779","15","2000","0.08","0.3","6","70","70","2103655.0586058954","3.1554825879088428E7","0","2677725.4980361806","17760.071847998737","0.14600826218245924","8","133"
"780","15","2000","0.08","0.3","6","70","70","1363347.3187994766","2.045020978199215E7","0","1399486.971157465","16817.500759386876","0.1372834296373664","9","128"
"781","15","2000","0.08","0.3","8","25","25","232349.4473835517","3485241.7107532755","0","332182.6431677798","4541.6862694073925","0.17306961866232873","47","19"
"782","15","2000","0.08","0.3","8","25","25","287793.9172101244","4316908.758151866","0","246731.5004415217","4630.102236166719","0.17726858386309707","41","19"
"783","15","2000","0.08","0.3","8","25","25","219695.4226614847","3295431.3399222707","1","186615.51389481194","4572.7298162842235","0.18540339886529303","47","15"
"784","15","2000","0.08","0.3","8","25","25","176044.00554166117","2640660.0831249175","0","235860.89548951486","4360.700470477122","0.18028004587338048","42","13"
"785","15","2000","0.08","0.3","8","25","25","267530.971363542","4012964.5704531306","0","441588.74407534546","4904.179835934457","0.1775269890344625","48","22"
"786","15","2000","0.08","0.3","8","25","25","213947.78944275193","3209216.841641279","1","317425.1654445262","4609.092837182977","0.18473121429585967","45","21"
"787","15","2000","0.08","0.3","8","25","25","160671.91039183692","2410078.655877554","0","111680.6145735006","3935.7225504971016","0.1766196785033078","43","12"
"788","15","2000","0.08","0.3","8","25","25","322443.1934318136","4836647.901477205","0","495406.52957087045","4993.797112034229","0.18181248122903043","39","21"
"789","15","2000","0.08","0.3","8","25","25","333525.71864270075","5002885.779640512","0","452677.81943439454","4519.0333911236585","0.17937062988923552","38","14"
"790","15","2000","0.08","0.3","8","25","25","238881.2506374248","3583218.759561372","0","175871.79979559247","4455.964653313516","0.18029738940277135","44","10"
"791","15","2000","0.08","0.3","8","50","50","872441.3763308014","1.308662064496202E7","0","1347555.617726916","8954.15145444712","0.1475995766163118","20","62"
"792","15","2000","0.08","0.3","8","50","50","781020.4167198553","1.1715306250797829E7","0","1023477.96847535","9326.325207602524","0.15411252413284743","27","63"
"793","15","2000","0.08","0.3","8","50","50","583688.1138429212","8755321.707643818","0","995361.8287992916","8629.664129378953","0.1578002192418548","16","58"
"794","15","2000","0.08","0.3","8","50","50","556307.8374436903","8344617.561655354","0","725336.9630976446","8995.409937821521","0.16642363462495846","27","68"
"795","15","2000","0.08","0.3","8","50","50","1019827.681631936","1.529741522447904E7","0","1327870.941567065","10265.113494970321","0.16305657532525566","13","76"
"796","15","2000","0.08","0.3","8","50","50","686737.995764566","1.030106993646849E7","0","1002253.9872590728","9848.367132406729","0.14959141330240294","19","68"
"797","15","2000","0.08","0.3","8","50","50","617775.8139221125","9266637.208831687","0","702108.5166024977","9473.706414322593","0.1554752229610418","24","73"
"798","15","2000","0.08","0.3","8","50","50","707156.5923313412","1.060734888497012E7","0","1028336.8582898212","9774.99712753646","0.15913978371234863","18","76"
"799","15","2000","0.08","0.3","8","50","50","663412.0793239009","9951181.189858513","0","517706.05922890105","9750.295610346924","0.1637669135845359","22","73"
"800","15","2000","0.08","0.3","8","50","50","734178.37650429","1.101267564756435E7","0","1059518.8844808692","10641.842942389596","0.15388470814840416","15","80"
"801","15","2000","0.08","0.3","8","70","70","2720396.2859230777","4.0805944288846165E7","0","4174289.6769817937","18046.50376996551","0.14659595995487493","10","134"
"802","15","2000","0.08","0.3","8","70","70","1463673.4034692862","2.195510105203929E7","0","2012780.3638431737","18635.19654643523","0.14880541720806048","6","127"
"803","15","2000","0.08","0.3","8","70","70","1688291.1393141754","2.532436708971263E7","0","2464287.946403661","16410.17499614931","0.1424408432892331","4","125"
"804","15","2000","0.08","0.3","8","70","70","1044077.7315139616","1.5661165972709423E7","0","984595.5252762126","17836.226158297184","0.13028503002455896","5","126"
"805","15","2000","0.08","0.3","8","70","70","2168967.2490497353","3.2534508735746026E7","0","3087619.8959561586","18531.132160034344","0.14067413253226294","11","124"
"806","15","2000","0.08","0.3","8","70","70","1314374.0914732083","1.9715611372098126E7","0","1470609.711939842","14876.380264202257","0.1413334976040312","5","113"
"807","15","2000","0.08","0.3","8","70","70","2377232.9947487554","3.565849492123133E7","0","2860080.757102498","17856.106238470744","0.14723571476875136","14","126"
"808","15","2000","0.08","0.3","8","70","70","1042002.5882586573","1.5630038823879858E7","0","1424748.5733896228","15275.13555220996","0.13559376378878088","8","115"
"809","15","2000","0.08","0.3","8","70","70","3185595.46772799","4.778393201591985E7","0","4041829.6063508065","17955.89958853595","0.1432372434435798","4","146"
"810","15","2000","0.08","0.3","8","70","70","735747.2199614394","1.103620829942159E7","0","1054409.5720975322","14645.295275652841","0.13953844949843372","11","117"
"811","15","3000","0.01","0.1","3","25","25","426766.26109824394","6401493.916473659","0","505608.1233400006","6354.569623038041","0.04976150421985049","27","39"
"812","15","3000","0.01","0.1","3","25","25","594279.9835083877","8914199.752625816","0","734582.7959265764","6798.748820313194","0.04785324143286865","19","38"
"813","15","3000","0.01","0.1","3","25","25","513728.64940018376","7705929.741002756","0","645691.3746633622","6982.281109878769","0.048696823123619976","34","46"
"814","15","3000","0.01","0.1","3","25","25","560178.9640654122","8402684.460981183","0","694735.7946545313","7573.57073002481","0.04990664610506941","25","50"
"815","15","3000","0.01","0.1","3","25","25","386378.76839848125","5795681.5259772185","0","474391.2076446265","6794.439264246251","0.047666782303388146","30","43"
"816","15","3000","0.01","0.1","3","25","25","414526.5746655354","6217898.619983031","0","407887.5551545966","7304.455607209012","0.045482232441072024","30","48"
"817","15","3000","0.01","0.1","3","25","25","422387.374147038","6335810.61220557","0","503548.5164680224","7198.383642685289","0.045996682228241076","25","46"
"818","15","3000","0.01","0.1","3","25","25","530896.5719075273","7963448.57861291","0","534924.8364540305","7500.307511488577","0.04925009271166854","25","46"
"819","15","3000","0.01","0.1","3","25","25","487988.61692837975","7319829.253925696","0","565922.3595935028","6807.435231697944","0.04667771060282292","24","33"
"820","15","3000","0.01","0.1","3","25","25","766381.4706726114","1.1495722060089171E7","0","735195.9272052302","7778.274563913302","0.05375408146777544","36","51"
"821","15","3000","0.01","0.1","3","50","50","1528167.7511546926","2.292251626732039E7","0","1805042.5316756454","15056.149163401844","0.03581030009090269","10","125"
"822","15","3000","0.01","0.1","3","50","50","1610308.7810514357","2.4154631715771537E7","0","1911414.1259957394","14110.991174149858","0.0377563675305181","10","109"
"823","15","3000","0.01","0.1","3","50","50","1912695.0088771628","2.8690425133157443E7","0","2256685.200843509","15391.805245540976","0.03800701079601292","17","120"
"824","15","3000","0.01","0.1","3","50","50","1491506.351080748","2.237259526621122E7","0","1714754.3793894132","14878.209197309714","0.03535425237406229","11","113"
"825","15","3000","0.01","0.1","3","50","50","1913771.7702270865","2.87065765534063E7","0","2145170.1840289375","14454.18405718458","0.037728706927925015","15","121"
"826","15","3000","0.01","0.1","3","50","50","1906548.9941529222","2.8598234912293833E7","0","2170462.354100199","15028.26937463003","0.036655733268934496","19","117"
